"subject","version","age","sex","bonus","assignmentId","time_elapsed","reading_time","check1","check2","check3","belief1","belief2","belief3","stamp"
"A1Z7E1C3P16DEA","dez_1b_fix_v1","22","m","1","3XLBSAQ9Z5J7SD4KSWRVZINNGHM7ZR","1438046","129509","0","1","2","2","0","0","2016-08-14 16:07:48"
"A1V7SD89P2M326","dez_1b_fix_v1","23","m","0.86","358UUM7WR0AYQMITIFXIDFLO7037RY","1449878","137746","0","1","2","2","0","0","2016-08-14 16:08:06"
"A2WZBF5HUJGT5Z","dez_1b_fix_v1","18","m","1.32","31JLPPHS2V1DSQPQOBDO6343RBX3OG","1423732","152145","2","0","2","3","0","0","2016-08-14 16:08:22"
"ANPPHBBUC57HS","dez_1b_fix_v1","47","f","0.49","336KAV9KYRZ01MX9QY8HPKXDZ7W2YF","1452858","89286","0","1","2","3","0","1","2016-08-14 16:08:32"
"A1ZWJF3V4NXN6H","dez_1b_fix_v1","50","f","0.79","3AZHRG4CU5RSP9X7MQBDG28LT8H30Q","1493149","105433","0","1","2","2","0","0","2016-08-14 16:08:46"
"A1HGH370WWDHKN","dez_1b_fix_v1","26","f","0.35","3NQL1CS15SF9YDVBE8SSRPUOW5OVYF","1467341","113858","0","1","2","2","0","0","2016-08-14 16:08:47"
"A29A4MRA7I3ZMJ","dez_1b_fix_v1","19","m","0.72","337RC3OW069PYEOCVT32XHSSNQKVLN","1502592","179980","0","1","2","2","0","0","2016-08-14 16:09:19"
"A2XCSFZKU13WMY","dez_1b_fix_v1","36","m","0.48","3PJUZCGDJ7NWM0RQY3P20UHPCY389Z","1491133","148495","1","1","2","2","0","0","2016-08-14 16:09:27"
"A1C1V5NOGHGR1O","dez_1b_fix_v1","29","f","0.6","3S3AMIZX3VCA1TUKRVA9OCWYTA3DCR","1481549","113797","0","1","2","2","0","0","2016-08-14 16:09:31"
"A1UPXZOQMKW7F9","dez_1b_fix_v1","24","f","0.49","3GNA64GUZFBJRHPAH7TLA5XNK865QG","1521072","132251","0","0","2","2","0","0","2016-08-14 16:09:37"
"A1MJ3FJEPAQ3C","dez_1b_fix_v1","43","m","1.18","3WSELTNVR49TP3TJT7EXNLOWWT6AT5","1511434","126370","0","1","2","2","0","0","2016-08-14 16:09:40"
"A7ZS8X42Y68IW","dez_1b_fix_v1","21","m","0.03","3DR23U6WE6LWFGAV9CGJJ4ENH83TEI","1544229","92823","1","1","2","0","0","0","2016-08-14 16:09:45"
"A1VVR9MA1P9HWJ","dez_1b_fix_v1","38","f","0.78","3PQ8K71NHYROA7UAN7NGSGY484LAAK","1551254","237418","0","1","2","2","0","0","2016-08-14 16:09:48"
"A364KJDYEBAWC9","dez_1b_fix_v1","48","m","1","32ZKVD547GUT9W0HK6820J44KCEB3K","1407208","103636","0","1","2","2","0","0","2016-08-14 16:10:03"
"A3DZLZ7DCFWCDF","dez_1b_fix_v1","24","m","0.75","3HOSI13XH0VK6L0YRR5K8IEGEAFDDR","1461645","91886","0","1","2","2","0","0","2016-08-14 16:10:03"
"A100VV1V2XDQI7","dez_1b_fix_v1","43","f","0.7","3SBEHTYCWOA4C7BBF1T9C04UO3SYIL","1535819","120589","0","1","2","4","0","0","2016-08-14 16:10:06"
"A13JDX06ZXN4KJ","dez_1b_fix_v1","41","f","0.86","3OHYZ19UGDCDCBOBXQSYTBI9XLPAOJ","1543856","129590","0","1","2","2","0","0","2016-08-14 16:10:08"
"A3HESOWHVBQOEI","dez_1b_fix_v1","66","m","0.99","3F0BG9B9MQU7NNUFWAPCLBELANHY7Q","1503327","148774","0","1","2","2","0","0","2016-08-14 16:10:28"
"AGSTIQC7IM0Q","dez_1b_fix_v1","47","m","0.88","3YHH42UU5CM95DNWSWFDCO22TU80L1","1593582","173736","0","1","2","2","1","0","2016-08-14 16:10:30"
"A1JMB9Z7EYHU1O","dez_1b_fix_v1","21","m","0.43","3TMSXRD2X77PNWKDSTQFZ42SWTHW1S","1554107","120139","0","1","2","1","0","0","2016-08-14 16:10:33"
"A19L8SNH73AX1Z
","dez_1b_fix_v1","52","f","0.07","3FTYUGLFSVSP28L5CLN1A6QO1THD5J","1586622","208495","0","1","2","0","0","0","2016-08-14 16:10:34"
"A26T6O5EFR54A9","dez_1b_fix_v1","48","f","0.97","3GFK2QRXXAOOBELWTGSR2UF989MW5A","1543420","142199","0","1","2","2","0","0","2016-08-14 16:10:36"
"A36WKOXH759HQK","dez_1b_fix_v1","30","m","1.1","39OWYR0EPLYK2G9LETNO93R28B0YFU","1534494","139433","0","1","2","3","0","0","2016-08-14 16:10:40"
"A2Y0AMSPNBTIJ2","dez_1b_fix_v1","21","m","0.24","3SB5N7Y3O4BTJL9VH5IXZWXUXDMG0B","1565005","162136","0","1","2","1","0","0","2016-08-14 16:10:45"
"A2VYHR3SR63DV8","dez_1b_fix_v1","25","f","1.04","3WZ36BJEV4NY8DYBZLETIW82EBQTBI","1620631","204333","0","1","2","2","0","1","2016-08-14 16:10:57"
"A1NGJWRRI9NDED","dez_1b_fix_v1","52","f","0.37","33CID5710505M5MTBJXWEM09W6S3LZ","1600318","197761","0","1","2","2","0","0","2016-08-14 16:11:09"
"APKZZ03P89DHY","dez_1b_fix_v1","35","f","0.2","3NLZY2D53QWXT6SV9U9SRUTK6Y5QLO","1568960","128549","1","1","2","2","1","0","2016-08-14 16:11:18"
"AWR72LJOVT0JE","dez_1b_fix_v1","29","m","0.93","33C7UALJVM5EXVOVUQA9LOZ6EMF81Q","1598895","224922","0","1","2","4","0","0","2016-08-14 16:11:18"
"AL5UXD1GLG4X0
","dez_1b_fix_v1","34","f","0.59","33FBRBDW6P6YKYYTANZT2KIXIJ68CG","1604418","110437","0","1","2","1","0","0","2016-08-14 16:11:29"
"A3LECJA9RVQQKZ","dez_1b_fix_v1","61","f","0.92","3YOH7BII0AEEE86UATR1IHFDYQFVKK","1640430","206295","0","1","2","3","0","0","2016-08-14 16:11:32"
"A1MV41OTGYW0AH","dez_1b_fix_v1","25","m","0.77","3RWE2M8QWIHZTDQH49VSPG6RYP80N3","1574550","164899","0","0","2","2","0","0","2016-08-14 16:11:35"
"A1G187YBG0DVMQ","dez_1b_fix_v1","24","m","0.79","3MX2NQ3YCA130EQM3LOD4DTGHBT5XD","1640143","52642","0","1","2","2","0","0","2016-08-14 16:11:35"
"AVMIXXCHPD291","dez_1b_fix_v1","46","f","0.57","3IO1LGZLKA494HPS0WMQGKQNMXV68M","1573517","174033","0","1","2","2","0","0","2016-08-14 16:11:48"
"A3YA1GM51FUTM
A3YA1GM51FUTM","dez_1b_fix_v1","47","f","0.55","3Z3ZLGNNSJ1GD2263O5SV8Z36CF3QO","1607864","136860","0","1","2","2","0","0","2016-08-14 16:11:58"
"A11AMW2SBW2AV4","dez_1b_fix_v1","51","m","0.31","3UNH76FOCTCQ8Q120GR14TBB5CCYM1","1623863","135916","0","1","2","2","0","1","2016-08-14 16:12:02"
"A3A2IFA1WCMOQT","dez_1b_fix_v1","66","m","1.13","31EUONYN2WAX4ZR98LJUPYWMIVPVO4","1620015","139982","0","1","2","2","0","0","2016-08-14 16:12:05"
"A1N1XX269GGJSR","dez_1b_fix_v1","24","m","1.06","3UN61F00HXWJ3I4AUMILFV7SGU85RH","1600891","202583","0","1","2","4","0","0","2016-08-14 16:12:20"
"AJ3F5RR0P8LZR","dez_1b_fix_v1","23","f","0.61","3BV8HQ2ZZX8NN5I7XU64CBWICLV6AQ","1632128","177183","0","1","2","2","0","0","2016-08-14 16:12:28"
"A1AYWUSULABAXL","dez_1b_fix_v1","67","f","0.93","3B2X28YI3XMS6FNZ38607MGOU3G6BL","1688260","215470","0","1","2","2","0","0","2016-08-14 16:12:49"
"A2B7SPYBPF7H8I
A2B7SPYBPF7H8I
A2B7SPYBPF7H8I","dez_1b_fix_v1","48","f","1.01","30IQTZXKALD4574L6FI1NIXP03I0XN","1683417","158514","0","1","2","3","0","0","2016-08-14 16:12:50"
"A19IWFLUTW6KQU","dez_1b_fix_v1","52","m","0.53","3QEMNNSB2Y64PCZO0E2Y8Q4KSZCD7Y","1685266","169237","0","1","2","2","0","0","2016-08-14 16:12:53"
"A3EUGO4VR2N4G1","dez_1b_fix_v1","30","m","0.66","3TPWUS5F8A89AZUB8QFZG0LJ0Q8WCI","1540177","110614","0","1","2","2","0","0","2016-08-14 16:12:54"
"A374QLWR03CCMX","dez_1b_fix_v1","56","f","0","3HMVI3QICKZTC1FD7U83K1N871HY1T","1751598","180715","0","1","2","1","0","0","2016-08-14 16:13:05"
"A3JSMBOXDHJNRG ","dez_1b_fix_v1","43","f","0.77","3OLF68YTNA8J6YBIYN986H9V5KYAFX","1722112","109756","3","1","2","2","0","0","2016-08-14 16:13:05"
"A1D6XI0KNCW0S0","dez_1b_fix_v1","19","f","1.12","3DPNQGW4LMM8LG2QOTWDZ8AIKBZ64F","1627135","154924","0","1","2","3","0","1","2016-08-14 16:13:09"
"A2JMDJEEHTOSA3","dez_1b_fix_v1","27","m","0.62","3DEL4X4EL7S12206ENTAFAR9CGWYXL","1586444","98900","2","1","2","3","0","0","2016-08-14 16:13:11"
"AXR8QNGNBF1DU","dez_1b_fix_v1","30","f","0.75","36PW28KO403R0KBM3CP2OZOVTJJAEF","1773319","166488","0","1","2","2","0","1","2016-08-14 16:13:19"
"A55CXM7QR7R0N","dez_1b_fix_v1","44","f","0.84","31UV0MXWNRJ6AJ1R4ZOC1361TYP5ID","1656903","137511","2","1","2","3","0","0","2016-08-14 16:13:21"
"AETIZKQNUSBLB","dez_1b_fix_v1","25","m","0.83","3OXV7EAXLFXN3KJMOFRUP3IC6B336R","1541421","127992","2","1","0","2","0","0","2016-08-14 16:13:24"
"A1743ZO14I4NFO","dez_1b_fix_v1","43","f","1.1","3Q5C1WP23N8VAD5TWS3694PFCWE15H","1650590","193297","0","1","2","2","0","0","2016-08-14 16:13:25"
"ATV65PFDODC08","dez_1b_fix_v1","43","f","0.69","39L1G8WVWRYSWYIPI9FDU7RVY0N13R","1679067","239859","0","1","2","2","0","0","2016-08-14 16:13:30"
"A3VE47MTT6L4CM","dez_1b_fix_v1","67","f","0.29","351SEKWQS1ONAF6B4K4NR81ANO7DM9","1676516","232074","0","1","2","1","0","0","2016-08-14 16:13:42"
"A12TOJOZV9TUG7
A12TOJOZV9TUG7","dez_1b_fix_v1","55","f","0.37","3U088ZLJVL0PG7ZVWAMFLZJIR1C0WU","1735913","126100","3","1","2","2","1","0","2016-08-14 16:13:51"
"AMA18W8F60Y2J","dez_1b_fix_v1","48","f","0.95","35BLDD71I749335GAUUB5W3Q2ZSVZ6","1680185","169476","0","1","2","3","0","0","2016-08-14 16:13:52"
"A1JV64BL3WCK0G","dez_1b_fix_v1","37","f","0.93","3TY7ZAOG5GRYL75E7W3CXOPN4U30KY","1775699","197152","0","1","2","2","0","0","2016-08-14 16:14:02"
"AH6KZOZAIM0T","dez_1b_fix_v1","42","m","0.7","3IOEN3P9S8QRTH571BDB1A3F8RP16X","1679263","220119","0","1","2","3","0","0","2016-08-14 16:14:04"
"A1SUJ6LQ4NITLE

","dez_1b_fix_v1","43","f","0.49","3Y5140Z9DYNA3TJAOEXQZ9BIKYQIPC","1623749","129723","0","1","2","3","0","1","2016-08-14 16:14:04"
"AY840742RVCQ0","dez_1b_fix_v1","37","m","0","3C44YUNSI2WTVI3OW0WF8CV5STIDP5","1634827","159131","0","1","2","0","0","0","2016-08-14 16:14:13"
"A3S4129IYWS0FN","dez_1b_fix_v1","19","m","0.91","3IRIK4HM3BRBGKF5H82VI6M6COG6CS","1364155","17387","0","1","2","2","0","0","2016-08-14 16:14:16"
"A1EI4NMV2EHSIY","dez_1b_fix_v1","46","f","0.69","3WJ1OXY92BNARJ1VQ932WPS9IGL8AE","1613957","110568","1","0","2","2","0","1","2016-08-14 16:14:26"
"A3O9Q7AV4TDE4G","dez_1b_fix_v1","38","f","1.27","3YDTZAI2WYNDEU1TINKW4CJ1C0J41F","1630692","180564","0","1","2","3","1","1","2016-08-14 16:14:27"
"A3RIFUEQ95MR16","dez_1b_fix_v1","28","m","0.45","3I0BTBYZAYST5CUVBB436W4Y29BY0Q","1328124","10280","0","1","2","0","0","0","2016-08-14 16:14:47"
"A2NY4882G47O1C","dez_1b_fix_v1","55","f","1.13","3R08VXYT7D23YIZFH97O0ET5ZFI7W1","1769118","241144","0","1","2","3","0","0","2016-08-14 16:15:15"
"A3SMHT004D5IOY
A3SMHT004D5IOY
A3SMHT004D5IOY
A3SMHT004D5IOY
A3SMHT004D5IOY","dez_1b_fix_v1","53","f","0.68","3DIP6YHAPDZDHWI76E5OS8I03VJ8E9","1833177","109911","2","0","2","1","0","0","2016-08-14 16:15:25"
"A2CK0OXMPOR9LE","dez_1b_fix_v1","25","m","0.76","358010RM5F0KY8519C6Q8BNFUZUXVB","1770699","383812","0","1","2","2","0","0","2016-08-14 16:15:48"
"A23S3TBFRILU5H","dez_1b_fix_v1","30","f","0.91","3R3YRB5GRGA8PG88TC47SHAYF7DAUW","1874002","318440","0","1","2","2","0","0","2016-08-14 16:16:10"
"A17497K07LP4RX","dez_1b_fix_v1","39","f","0.97","3WETL7AQWUFRKGJ8JWHPXX4CAGS35B","1656383","302644","0","1","2","3","0","0","2016-08-14 16:16:23"
"A3AD1WTZEZNFQW","dez_1b_fix_v1","23","m","0.38","3TPZPLC3M1JVDQ1R3BQ3V39T1GT3PX","1748156","81187","3","1","2","2","0","0","2016-08-14 16:16:41"
"AP1RQQIDKORGL","dez_1b_fix_v1","63","f","0.91","3DY4FPOOA2V01CJP0D0YJT1RTI9VRD","1931229","283319","2","1","2","3","0","0","2016-08-14 16:16:48"
" A2WRSEO8HQRG5K
 A2WRSEO8HQRG5K
","dez_1b_fix_v1","64","f","0.56","3X87C8JFV7IKXJNLT36T3G7FYSDQS2","1938154","285189","0","1","2","2","0","0","2016-08-14 16:17:15"
"A3PTIVA1R6XD8J
","dez_1b_fix_v1","37","f","0.47","3MTMREQS4WPLHKXDOCJ8A5VV0NOAWV","1952883","224786","0","1","2","1","0","0","2016-08-14 16:17:20"
"A3F0NFNLOLFJT0","dez_1b_fix_v1","33","m","0.83","3X08E93BHWPM03647HPSW6UWG25660","1571722","106597","0","1","2","1","0","0","2016-08-14 16:17:30"
"A2LQ33BQ8G259D","dez_1b_fix_v1","41","m","0.38","33CUSNVVNOJW8V8GTBJO0YMESSL88A","1831788","252360","0","1","2","2","0","0","2016-08-14 16:17:45"
"A10LQ8RUWDUI5U","dez_1b_fix_v1","28","f","0.89","3MHW492WW1K94W6XV54HXU7HNVAVMP","1903662","354489","0","1","2","3","0","0","2016-08-14 16:17:46"
"A4CX7I79NKBQA","dez_1b_fix_v1","25","m","1.24","3WQQ9FUS6B1FAT6NWN3YR0CF0Y68B9","1969713","275113","0","1","2","3","0","0","2016-08-14 16:18:35"
"A2MWAXV1YRK5GH","dez_1b_fix_v1","65","f","0.6","3ZAK8W07I5LCO3AQ1A7E3BYL6L10UV","1695428","184733","0","1","2","3","0","0","2016-08-14 16:18:36"
"A2CJFO19NY4T5R","dez_1b_fix_v1","29","f","0.96","3180JW2OT5J25ULXMH9CD4L16DE5JP","1355147","68001","0","1","2","3","0","1","2016-08-14 16:19:35"
"A390GZR4Y99EP9","dez_1b_fix_v1","28","f","0.59","326O153BMJ5PYREYNMG4E0W1EMGDEK","1903081","262532","0","1","2","3","0","0","2016-08-14 16:20:13"
"A33C10NSRPNZF8","dez_1b_fix_v1","25","f","0.43","37C0GNLMHGALLCLJH4X62C4OXOS6DS","2156658","663924","0","1","2","2","1","1","2016-08-14 16:21:02"
"A18SXC3JEN1O0U","dez_1b_fix_v1","57","m","0.33","3EKVH9QMEZBX3B2IU2L3CZNCHJQD2I","2140932","523411","-1","0","1","1","0","0","2016-08-14 16:21:21"
"APNTEGPF7QZQI","dez_1b_fix_v1","58","f","0.98","3TU5ZICBRE82EZ8CF50OMP7EMY78QL","1654109","203188","0","1","2","2","0","0","2016-08-14 16:22:15"
"A1QX1RYLCFXZJ9
A1QX1RYLCFXZJ9
A1QX1RYLCFXZJ9
A1QX1RYLCFXZJ9
A1QX1RYLCFXZJ9","dez_1b_fix_v1","35","f","0.94","3FUI0JHJPY5O61W45DTWI06SWK133L","2330707","265196","0","1","2","3","0","0","2016-08-14 16:23:04"
"A3NS1DN6J7Z3EU","dez_1b_fix_v1","32","m","0.67","3DBQWDE4Y75YOKCI1F146B2IFXJ5NT","2366361","558950","0","1","2","1","0","0","2016-08-14 16:23:35"
" A299AYFO0RJGDI","dez_1b_fix_v1","51","f","0.66","3MYYFCXHJ4EAI9RW065ZBZN7EP2G4R","2325493","582065","0","1","2","2","0","0","2016-08-14 16:24:46"
"A2Q4A0C8Y3OQQ0","dez_1b_fix_v1","22","f","0.86","3VE8AYVF8N45NAI31PPUAQ30FWY8FR","2197088","445344","0","1","2","2","0","0","2016-08-14 16:25:54"
"A1MJHGH55K3O0","dez_1b_fix_v1","26","f","0.66","32KTQ2V7REMB7PTUS4ZL5CIKW3SM91","1892379","334967","0","1","2","1","0","0","2016-08-14 16:25:58"
"AZNIEFUIVB2H0","dez_1b_fix_v1","48","m","0.82","36V4Q8R5ZL7HZOAG96A7R78963VQMQ","1761277","289485","0","1","2","2","0","0","2016-08-14 16:26:05"
"A3FCQN13WTL05Q
A3FCQN13WTL05Q","dez_1b_fix_v1","59","f","0.37","3NC5L260MPT8825J86EQ7CT0U12OFA","1664447","178935","0","1","2","0","0","0","2016-08-14 16:26:19"
"A39V6GZEHSLZLF","dez_1b_fix_v1","54","f","0.3","34MAJL3QP5U9OXF85RYFS5YYAKX437","2366287","657504","0","1","2","2","0","0","2016-08-14 16:26:23"
"A2TR0BG1WR2KJB","dez_1b_fix_v1","59","f","0.05","3ZR9AIQJUCGD75GBM4GWQ70R78D40C","1718331","258916","0","1","2","0","0","0","2016-08-14 16:26:33"
"A3N8JP3QR3VPE8","dez_1b_fix_v1","51","f","0.02","3MMN5BL1W0BPSN4EBVYBEZFYWBI3M1","2523800","829268","3","1","2","1","0","0","2016-08-14 16:26:47"
"A39C3299FW5PTO","dez_1b_fix_v1","45","m","0.67","36ZN444YTS5SIT799EKBA96SATUIOV","1434151","104410","0","1","2","1","0","0","2016-08-14 16:26:53"
"A9YQQIZRWVPIT","dez_1b_fix_v1","31","f","0.84","3S0TNUHWKUP8PQ47AJU4MQ0F3JID8L","2430462","32066","0","1","2","2","0","0","2016-08-14 16:27:44"
"ANV8C2DATCAPB
","dez_1b_fix_v1","37","f","1.02","3VNL7UK1XGQOLUAR4N0P1MZNT9JFTN","2095618","391335","0","1","2","3","0","0","2016-08-14 16:28:48"
"AFTK4HXA7OVJC","dez_1b_fix_v1","30","f","0.91","3SUWZRL0MZKQDIZJDZ8Q8UM9X0T6EL","2642125","173072","0","1","2","3","0","0","2016-08-14 16:29:49"
"AXXH66SC5NR6U","dez_1b_fix_v1","28","m","1.15","37UEWGM5HUFKF03RTZG9C5UB4E3R1L","1850595","85006","0","1","2","2","0","1","2016-08-14 16:31:04"
"A87D3K9YVKTQ7","dez_1b_fix_v1","33","f","0.29","3HMIGG0U4MDBN1ZY6FHIZBAGL7NY8D","1536066","10200","0","1","2","2","0","1","2016-08-14 16:33:58"
"A1GD980NB9Y7SF","dez_1b_fix_v1","33","m","0.95","31N2WW6R9SXJMDCXP8UYJ9VPZA63FU","2423964","746398","0","1","2","3","0","0","2016-08-14 16:35:18"
"A362CV8OOYJA6W","dez_1b_fix_v1","45","f","0.15","3LRKMWOKB6O06C7EMKA03R6F51ZZ22","2209638","87958","2","1","3","0","1","1","2016-08-14 16:37:15"
"A35HXJ10NVVGCT","dez_1b_fix_v1","28","f","0.65","3ERET4BTVNGGH1TR7SM5QZQG7YX9KJ","1499507","74457","0","1","2","1","0","0","2016-08-14 16:37:17"
"ADYAFSNQL3KZM
","dez_1b_fix_v1","18","f","0","37UQDCYH6Y2QJTZARZ2SECARS6G7VR","1628584","146769","0","1","2","0","0","0","2016-08-14 16:37:30"
"A1EW76615NKH93","dez_1b_fix_v1","53","f","0.35","3OWEPKL08AJDBOQ1P8G14VGE63E7NA","1464827","36436","0","1","2","2","0","0","2016-08-14 16:38:41"
"A279YSE7NB16M0","dez_1b_fix_v1","35","m","0.81","3MTMREQS4WPLHKXDOCJ8A5VV0NNWAG","1834229","273861","0","1","2","3","0","0","2016-08-14 16:40:14"
"A1JO6AY55FG7QU","dez_1b_fix_v1","30","f","0.44","3NVC2EB65R6PM4TSUYMM8U255LW3YR","3304173","1983136","0","1","2","0","0","0","2016-08-14 16:41:18"
"A1N4AZ1QXPOPXH","dez_1b_fix_v1","30","m","0.57","3F0BG9B9MQU7NNUFWAPCLBELANI7Y0","3099512","1529419","0","1","2","2","0","0","2016-08-14 16:45:20"
"A1DJNUJZN8FE7N","dez_1b_fix_v1","25","m","0.42","3WYP994K18YOJNGAD0KKFXEPFCXY6R","1449425","144753","0","1","2","1","0","0","2016-08-14 16:50:17"
"A4FVM795PAEXA","dez_1b_fix_v1","25","f","1.21","3UJ1CZ6IZIWV4X4N9BIQ55CO2WR5S5","2971628","1326228","0","1","2","3","0","1","2016-08-14 16:50:25"
"A36470UBRH28GO","dez_1b_fix_v1","36","f","0.99","34Z02EIMITKXOQV115H4YFCJN7U0T4","1608107","221019","0","1","2","2","0","0","2016-08-14 16:53:51"
"A1M9H7WED4RUD5","dez_1b_fix_v1","32","m","0.48","3N1FSUEFL6776PH5YG4R5EKA1XMD4E","2152903","200677","0","1","2","2","1","0","2016-08-14 16:54:34"
"A3JTMXHPNCUFNX","dez_1b_fix_v1","34","f","0.42","3ATPCQ38J9HP6PSD3D1WV2GBBVNYAH","2428487","284622","0","1","2","3","0","0","2016-08-14 17:06:35"
"AWW4I36TBGE2D","dez_1b_fix_v1","35","m","1.34","33C7UALJVM5EXVOVUQA9LOZ6EMF18J","2595438","1285033","0","1","2","3","0","0","2016-08-14 17:13:36"
"ASTR3EPUOKEXV","dez_1b_fix_v1","26","m","0.15","31IBVUNM9T63YMEG9I0424N8QUYVFI","4996016","3135807","0","1","2","1","0","0","2016-08-14 17:13:52"
"ADP7UNGJZKRSK","dez_1b_fix_v1","47","f","0.53","3TOK3KHVJUPVT9QDQNGEJKGJWDJ7OP","2011817","261879","0","1","2","2","0","0","2016-08-14 17:23:04"
"A2KLJKDG90K1PP","dez_1b_fix_v1","50","m","1.13","3NVC2EB65R6PM4TSUYMM8U255LVY3L","1440745","88848","1","1","2","3","0","0","2016-08-14 17:29:59"
"ANN3SQMLKLP4X","dez_1b_fix_v1","28","f","0.8","3DHE4R9OCXI0FVC9WSMBIKQ9UB6G2V","3652157","250526","0","1","2","3","0","0","2016-08-14 17:38:07"
"A1B4WL7N3ACF2T","dez_1b_fix_v1","55","f","0.79","3GA6AFUKOPV30933KYIYMU72FPOH3B","1447488","82099","3","1","2","2","0","0","2016-08-14 17:48:28"
"A3PT813GVSQMRY","dez_1b_fix_v1","54","f","0.61","3QL2OFSM97PJN5LXGPOCKH8S7EANCO","1511491","148617","0","1","2","2","0","0","2016-08-14 17:55:48"
"A1Y7W3SY9XKGJC","dez_1b_fix_v1","32","m","1.09","3A0EX8ZRN9VUPZX59R1SQD0HTDEYBI","1395304","102500","0","1","2","3","0","1","2016-08-14 17:57:40"
"A3135Y3RMFC3PK","dez_1b_fix_v1","48","f","0.73","3WMINLGALCAC3MR87LJ7YBOS876ACM","1799462","470888","0","1","2","2","0","1","2016-08-14 18:00:36"
"A22T69YW4WUANF","dez_1b_fix_v1","27","f","0.71","3I3WADAZ9RBG65CU2U1HL02N57U5OE","1497464","183763","0","1","2","2","0","0","2016-08-14 18:01:09"
"AAO99PANYUZQ3","dez_1b_fix_v1","28","m","0.71","3SB5N7Y3O4BTJL9VH5IXZWXUXDM0GV","1351418","97114","0","1","2","1","0","1","2016-08-14 18:01:34"
"A1Z1O6MMOB3UWW","dez_1b_fix_v1","35","m","0.76","3NOKK93PR2FUQXSYJHROKIEMEYNEEK","1444694","130105","0","1","2","3","0","0","2016-08-14 18:02:39"
"A3EWCWQBNJF0QV","dez_1b_fix_v1","36","m","0.78","3PDJHANYK6N2XSQL30GWTXJMPGRH6I","1465951","143188","0","1","2","3","0","0","2016-08-14 18:03:06"
"A3DFAMWCUGEYTD","dez_1b_fix_v1","33","m","0.41","3Y9N9SS8LZIMOTY1Y2Z8V9S4NXQ3DJ","1451769","89969","0","1","2","2","0","0","2016-08-14 18:03:18"
"A4JU6ZFL8C1VG","dez_1b_fix_v1","36","f","0.21","31Q0U3WYDQMAXHJCKLI37O3B32F172","1543668","107487","0","1","2","2","0","0","2016-08-14 18:03:45"
"A118DWOXWSI8VC","dez_1b_fix_v1","26","m","0.14","3YMTUJH0DTNENED2K646AI2W4JG4TU","1430532","72727","0","1","2","0","0","0","2016-08-14 18:04:21"
"A3ALQISYGOH5C","dez_1b_fix_v1","27","f","0.81","3YZ8UPK3VUTWIV56DQ0YYC0MFA4CU6","1496429","101472","0","1","2","2","0","0","2016-08-14 18:04:29"
"A1ZTQDBQUAEYEO","dez_1b_fix_v1","43","f","0.51","3OLF68YTNA8J6YBIYN986H9V5K4AF3","1530955","122276","0","1","2","2","0","0","2016-08-14 18:04:38"
