Action1,S2,Action2,Re,subject,round,bestA1,bestA2
2,2,1,-2,306,116,0,0
2,3,1,-3,306,117,0,0
1,2,2,1,306,118,0,0
1,2,2,0,306,119,0,0
1,2,1,-3,306,120,0,0
1,2,1,-5,306,121,0,0
2,3,1,-1,306,122,0,0
2,3,2,3,306,123,0,0
2,3,2,2,306,124,0,0
1,2,2,-3,306,125,0,0
2,2,1,-3,306,126,0,0
2,3,2,0,306,127,0,0
1,2,2,-3,306,128,0,0
1,2,1,-1,306,129,0,0
1,2,1,-3,306,130,0,0
1,2,1,-5,306,131,0,0
1,2,1,-4,306,132,0,0
1,3,1,-2,306,133,0,0
2,3,2,-5,306,134,0,0
1,2,1,-1,306,135,0,0
1,3,1,1,306,136,0,0
1,2,1,-2,306,137,0,0
1,3,2,0,306,138,0,0
1,2,1,1,306,139,0,0
1,2,1,-1,306,140,0,0
2,3,2,0,306,141,0,0
2,3,1,2,306,142,0,0
2,2,1,-2,306,143,0,0
1,2,2,-5,306,144,0,0
1,2,1,-4,306,145,0,0
2,3,1,5,306,146,0,0
2,3,2,1,306,147,0,0
2,3,2,0,306,148,0,0
1,2,1,4,306,149,0,0
1,2,2,4,306,150,0,0
1,3,1,4,306,151,0,0
1,2,1,3,306,152,0,0
2,3,1,2,306,153,0,0
1,3,2,3,306,154,0,0
2,3,1,1,306,155,0,0
1,3,2,3,306,156,0,0
1,3,2,2,306,157,0,0
1,3,1,3,306,158,0,0
2,3,2,3,306,159,0,0
1,2,2,4,306,160,0,0
1,2,1,2,306,161,0,0
1,2,1,0,306,162,0,0
2,3,2,5,306,163,0,0
2,2,2,5,306,164,0,0
2,3,2,4,306,165,0,0
2,3,1,1,306,166,0,0
2,3,2,-2,306,167,0,0
1,3,1,3,306,168,0,0
2,3,1,4,306,169,0,0
2,3,1,5,306,170,0,0
2,3,1,3,306,171,0,0
2,3,2,-4,306,172,0,0
1,2,1,4,306,173,0,0
1,2,1,4,306,174,0,0
1,3,1,1,306,175,0,0
2,2,2,4,306,176,0,0
2,3,2,0,306,177,0,0
1,2,1,5,306,178,0,0
1,2,2,-2,306,179,0,0
2,3,2,-2,306,180,0,0
1,2,2,0,306,181,0,0
2,3,1,-5,306,182,0,0
2,3,2,-4,306,183,0,0
1,3,2,-2,306,184,0,0
2,3,1,-3,306,185,0,0
2,3,1,-3,306,186,0,0
2,3,2,-3,306,187,0,0
1,2,2,-2,306,188,0,0
2,2,2,-3,306,189,0,0
1,2,2,-2,306,190,0,0
1,3,1,-2,306,191,0,0
1,2,2,-1,306,192,0,0
1,3,1,-1,306,193,0,0
1,2,1,4,306,194,0,0
1,2,1,5,306,195,0,0
1,2,1,4,306,196,0,0
1,2,2,-2,306,197,0,0
1,2,2,-1,306,198,0,0
1,2,1,-1,306,199,0,0
1,2,1,-5,306,200,0,0
2,3,1,3,306,201,0,0
1,2,1,-1,306,202,0,0
1,2,1,3,306,203,0,0
1,3,1,-1,306,204,0,0
2,3,2,-4,306,205,0,0
2,3,2,-4,306,206,0,0
1,3,1,2,306,207,0,0
2,3,1,-2,306,208,0,0
1,2,2,-4,306,209,0,0
1,2,2,-2,306,210,0,0
2,3,1,-1,306,211,0,0
1,2,2,-3,306,212,0,0
1,2,2,-3,306,213,0,0
1,3,1,1,306,214,0,0
1,3,1,2,306,215,0,0
1,2,2,-2,306,216,0,0
1,2,2,-3,306,217,0,0
2,3,2,-2,306,218,0,0
1,3,1,4,306,219,0,0
1,2,1,1,306,220,0,0
1,3,2,1,306,221,0,0
1,3,2,0,306,222,0,0
1,2,1,3,306,223,0,0
1,2,2,-4,306,224,0,0
1,3,1,2,306,225,0,0
2,3,1,-1,306,226,0,0
1,3,2,-5,306,227,0,0
1,2,1,1,306,228,0,0
1,3,1,-5,306,229,0,0
2,2,2,-4,306,230,0,0
2,3,2,-4,306,231,0,0
2,3,2,-5,306,232,0,0
1,2,2,-4,306,233,0,0
2,2,2,-4,306,234,0,0
2,3,1,-3,306,235,0,0
2,3,1,-2,306,236,0,0
2,3,1,-2,306,237,0,0
2,3,1,1,306,238,0,0
2,3,2,0,306,239,0,0
1,2,1,0,306,240,0,0
2,2,1,3,306,241,0,0
1,2,1,1,306,242,0,0
2,3,2,-4,306,243,0,0
2,3,1,-3,306,244,0,0
1,2,1,4,306,245,0,0
2,3,1,-2,306,246,0,0
2,3,2,-4,306,247,0,0
1,2,2,0,306,248,0,0
1,2,1,1,306,249,0,0
2,3,1,-3,306,250,0,0
2,3,2,5,160,1,0,0
2,2,2,-4,160,2,0,0
2,3,2,4,160,3,0,0
1,2,2,1,160,4,0,0
2,2,2,5,160,5,0,0
2,2,2,3,160,6,0,0
2,2,2,-1,160,7,0,0
2,3,2,2,160,8,0,0
1,2,2,-1,160,9,0,0
2,3,2,0,160,10,0,0
1,2,1,-4,160,11,0,0
1,2,2,-3,160,12,0,0
1,2,1,-4,160,13,0,0
1,3,2,4,160,14,0,0
2,3,2,3,160,15,0,0
1,2,2,1,160,16,0,0
2,3,2,1,160,17,0,0
2,3,2,1,160,18,0,0
2,3,2,3,160,19,0,0
1,2,1,3,160,20,0,0
2,3,2,0,160,21,0,0
1,3,1,-2,160,22,0,0
2,2,2,-4,160,23,0,0
1,3,1,1,160,24,0,0
1,2,1,4,160,25,0,0
1,3,2,-2,160,26,0,0
1,2,1,4,160,27,0,0
2,3,1,-2,160,28,0,0
1,3,2,-3,160,29,0,0
2,3,2,-4,160,30,0,0
1,2,1,-3,160,31,0,0
2,3,1,2,160,32,0,0
2,2,1,4,160,33,0,0
1,2,1,3,160,34,0,0
2,2,1,5,160,35,0,0
1,3,1,4,160,36,0,0
2,2,1,5,160,37,0,0
1,2,1,4,160,38,0,0
1,2,1,3,160,39,0,0
1,3,1,1,160,40,0,0
1,2,1,5,160,41,0,0
1,2,1,4,160,42,0,0
2,2,1,3,160,43,0,0
2,3,1,0,160,44,0,0
1,2,1,5,160,45,0,0
1,2,1,2,160,46,0,0
1,2,1,0,160,47,0,0
2,3,1,-4,160,48,0,0
1,2,2,0,160,49,0,0
1,2,2,-2,160,50,0,0
2,3,1,-3,160,51,0,0
1,2,1,-5,160,52,0,0
1,2,2,-5,160,53,0,0
1,2,1,-2,160,54,0,0
2,3,1,-3,160,55,0,0
1,2,2,-4,160,56,0,0
2,3,1,-3,160,57,0,0
2,3,1,-5,160,58,0,0
2,3,1,-4,160,59,0,0
2,3,2,0,160,60,0,0
2,3,2,3,160,61,0,0
2,3,2,1,160,62,0,0
2,3,2,5,160,63,0,0
2,3,2,5,160,64,0,0
2,3,2,5,160,65,0,0
2,3,2,5,160,66,0,0
2,3,2,3,160,67,0,0
2,3,2,5,160,68,0,0
2,3,2,3,160,69,0,0
2,2,2,-4,160,70,0,0
1,2,2,-2,160,71,0,0
2,2,1,-1,160,72,0,0
1,3,1,-5,160,73,0,0
2,3,2,1,160,74,0,0
2,2,1,1,160,75,0,0
2,3,2,-1,160,76,0,0
1,2,2,0,160,77,0,0
2,3,1,-5,160,78,0,0
2,3,2,0,160,79,0,0
2,3,2,2,160,80,0,0
2,3,2,0,160,81,0,0
2,3,2,-1,160,82,0,0
1,2,1,3,160,83,0,0
2,3,2,-1,160,84,0,0
1,2,1,4,160,85,0,0
1,3,1,1,160,86,0,0
1,2,1,1,160,87,0,0
2,2,2,-3,160,88,0,0
1,2,1,0,160,89,0,0
1,2,2,2,160,90,0,0
1,2,1,3,160,91,0,0
2,3,1,3,160,92,0,0
1,2,1,0,160,93,0,0
2,3,2,0,160,94,0,0
2,2,1,-4,160,95,0,0
1,2,2,-3,160,96,0,0
2,3,1,5,160,97,0,0
2,3,2,5,160,98,0,0
2,3,2,1,160,99,0,0
2,3,2,0,160,100,0,0
2,3,1,1,160,101,0,0
1,2,2,0,160,102,0,0
1,3,1,-3,160,103,0,0
2,3,2,1,160,104,0,0
2,3,2,2,160,105,0,0
2,3,1,-5,160,106,0,0
1,2,2,-1,160,107,0,0
1,2,2,-1,160,108,0,0
2,3,2,4,160,109,0,0
1,2,2,1,160,110,0,0
1,2,1,2,160,111,0,0
2,2,2,-3,160,112,0,0
1,2,1,-2,160,113,0,0
1,3,2,-2,160,114,0,0
2,3,2,-4,160,115,0,0
1,2,2,-1,160,116,0,0
1,2,1,-3,160,117,0,0
2,3,2,-3,160,118,0,0
2,3,2,-2,160,119,0,0
1,3,1,3,160,120,0,0
1,3,1,3,160,121,0,0
2,3,1,3,160,122,0,0
2,2,2,2,160,123,0,0
2,3,1,3,160,124,0,0
1,2,2,0,160,125,0,0
1,2,1,-2,160,126,0,0
1,2,1,-1,160,127,0,0
1,2,1,0,160,128,0,0
2,3,2,4,160,129,0,0
2,3,1,4,160,130,0,0
1,2,1,-1,160,131,0,0
1,2,1,0,160,132,0,0
2,3,2,4,160,133,0,0
1,3,1,2,160,134,0,0
1,3,2,2,160,135,0,0
2,3,2,0,160,136,0,0
1,2,2,2,160,137,0,0
2,2,2,-2,160,138,0,0
2,3,1,4,160,139,0,0
2,2,1,-3,160,140,0,0
1,2,2,-3,160,141,0,0
2,2,1,-4,160,142,0,0
2,3,2,-2,160,143,0,0
2,3,1,-3,160,144,0,0
1,3,1,-4,160,145,0,0
1,2,1,-4,160,146,0,0
2,2,1,-3,160,147,0,0
2,3,2,-2,160,148,0,0
2,3,2,-4,160,149,0,0
2,2,1,-4,160,150,0,0
2,3,1,-3,160,151,0,0
2,3,1,0,160,152,0,0
2,3,2,-1,160,153,0,0
1,2,2,-1,160,154,0,0
1,3,2,-3,160,155,0,0
2,3,1,0,160,156,0,0
2,3,1,0,160,157,0,0
1,3,1,-2,160,158,0,0
1,2,2,-4,160,159,0,0
2,3,1,-2,160,160,0,0
1,2,1,-2,160,161,0,0
2,3,2,1,160,162,0,0
1,2,2,-3,160,163,0,0
1,2,2,0,160,164,0,0
2,3,2,0,160,165,0,0
1,3,1,-4,160,166,0,0
2,3,2,-4,160,167,0,0
2,3,2,-1,160,168,0,0
2,3,2,-2,160,169,0,0
1,2,2,-1,160,170,0,0
2,3,1,-3,160,171,0,0
2,3,2,-1,160,172,0,0
2,3,2,-4,160,173,0,0
1,2,1,-3,160,174,0,0
1,3,2,-4,160,175,0,0
2,3,1,-2,160,176,0,0
2,3,1,0,160,177,0,0
2,3,1,2,160,178,0,0
2,3,2,-5,160,179,0,0
2,2,2,-2,160,180,0,0
2,3,1,1,160,181,0,0
2,3,1,0,160,182,0,0
1,3,2,-3,160,183,0,0
2,3,1,1,160,184,0,0
1,2,1,-4,160,185,0,0
1,2,2,-2,160,186,0,0
2,3,1,-2,160,187,0,0
1,3,1,-3,160,188,0,0
1,2,1,-3,160,189,0,0
2,3,1,-3,160,190,0,0
1,2,2,-3,160,191,0,0
1,2,1,-5,160,192,0,0
1,3,1,-3,160,193,0,0
1,2,1,-4,160,194,0,0
2,2,1,-3,160,195,0,0
1,3,2,-4,160,196,0,0
2,3,2,-5,160,197,0,0
1,3,1,-1,160,198,0,0
1,2,1,0,160,199,0,0
1,2,1,-1,160,200,0,0
1,2,1,-4,160,201,0,0
2,3,1,5,160,202,0,0
1,3,1,3,160,203,0,0
1,3,1,3,160,204,0,0
1,2,1,-2,160,205,0,0
2,3,1,4,160,206,0,0
2,2,1,-2,160,207,0,0
2,3,1,3,160,208,0,0
2,3,1,3,160,209,0,0
2,3,1,3,160,210,0,0
2,3,1,3,160,211,0,0
2,2,1,-4,160,212,0,0
1,3,1,3,160,213,0,0
1,2,1,-3,160,214,0,0
2,3,1,4,160,215,0,0
2,3,1,5,160,216,0,0
2,3,1,4,160,217,0,0
1,2,1,3,160,218,0,0
2,3,1,2,160,219,0,0
1,2,1,4,160,220,0,0
1,2,1,4,160,221,0,0
2,2,1,0,160,222,0,0
2,2,1,0,160,223,0,0
1,2,1,4,160,224,0,0
1,2,1,5,160,225,0,0
1,3,1,3,160,226,0,0
2,3,1,4,160,227,0,0
2,3,1,5,160,228,0,0
2,2,1,1,160,229,0,0
1,2,1,1,160,230,0,0
2,3,1,0,160,231,0,0
2,2,1,-3,160,232,0,0
1,3,1,-1,160,233,0,0
1,2,1,-3,160,234,0,0
2,2,1,-5,160,235,0,0
1,3,2,-3,160,236,0,0
1,3,1,2,160,237,0,0
2,3,2,-2,160,238,0,0
2,3,2,2,160,239,0,0
2,3,2,3,160,240,0,0
1,2,2,3,160,241,0,0
2,3,1,3,160,242,0,0
1,2,1,-5,160,243,0,0
2,2,2,3,160,244,0,0
2,3,2,4,160,245,0,0
2,3,1,0,160,246,0,0
2,3,2,3,160,247,0,0
2,2,2,2,160,248,0,0
2,2,1,-3,160,249,0,0
1,2,2,-1,160,250,0,0
2,3,2,2,305,1,0,0
1,3,1,3,305,2,0,0
1,2,1,-3,305,3,0,0
1,2,1,-2,305,4,0,0
2,3,1,5,305,5,0,0
2,2,2,3,305,6,0,0
2,2,2,1,305,7,0,0
2,3,1,3,305,8,0,0
2,3,1,0,305,9,0,0
2,3,2,-4,305,10,0,0
1,2,2,3,305,11,0,0
1,3,1,-3,305,12,0,0
1,2,2,3,305,13,0,0
2,2,2,1,305,14,0,0
1,2,2,3,305,15,0,0
1,2,2,2,305,16,0,0
2,3,1,0,305,17,0,0
1,2,2,3,305,18,0,0
1,2,2,2,305,19,0,0
1,2,1,-1,305,20,0,0
1,3,2,0,305,21,0,0
1,3,2,-1,305,22,0,0
1,2,2,-3,305,23,0,0
2,2,1,-2,305,24,0,0
2,2,1,-3,305,25,0,0
2,2,2,-4,305,26,0,0
1,2,1,-2,305,27,0,0
2,3,1,2,305,28,0,0
2,3,1,-1,305,29,0,0
2,3,1,-1,305,30,0,0
1,2,1,3,305,31,0,0
1,2,1,4,305,32,0,0
1,2,1,1,305,33,0,0
1,2,1,-1,305,34,0,0
2,3,2,-2,305,35,0,0
2,3,2,-3,305,36,0,0
2,3,1,-5,305,37,0,0
1,2,1,-3,305,38,0,0
1,2,1,-1,305,39,0,0
2,3,1,-5,305,40,0,0
1,2,2,-3,305,41,0,0
1,2,1,-2,305,42,0,0
1,2,1,-3,305,43,0,0
1,2,2,1,305,44,0,0
1,2,2,0,305,45,0,0
1,2,1,-4,305,46,0,0
1,2,2,1,305,47,0,0
2,3,2,4,305,48,0,0
2,3,2,3,305,49,0,0
1,3,2,2,305,50,0,0
1,2,2,5,305,51,0,0
2,3,2,0,305,52,0,0
2,2,2,2,305,53,0,0
1,2,2,4,305,54,0,0
1,2,2,4,305,55,0,0
1,2,2,1,305,56,0,0
1,2,2,1,305,57,0,0
2,2,2,0,305,58,0,0
1,2,2,1,305,59,0,0
1,3,2,-2,305,60,0,0
2,2,2,-2,305,61,0,0
1,3,2,4,305,62,0,0
1,2,2,1,305,63,0,0
2,3,2,0,305,64,0,0
1,2,2,5,305,65,0,0
1,2,2,4,305,66,0,0
1,2,2,2,305,67,0,0
2,3,2,-1,305,68,0,0
1,3,2,-1,305,69,0,0
1,2,2,4,305,70,0,0
1,2,2,2,305,71,0,0
1,2,2,2,305,72,0,0
1,2,2,0,305,73,0,0
1,2,2,2,305,74,0,0
1,2,2,1,305,75,0,0
1,2,2,0,305,76,0,0
2,3,2,-4,305,77,0,0
1,3,2,-3,305,78,0,0
1,2,2,-4,305,79,0,0
2,3,2,-4,305,80,0,0
1,2,2,2,305,81,0,0
1,2,2,2,305,82,0,0
1,2,1,4,305,83,0,0
1,2,2,3,305,84,0,0
1,2,2,0,305,85,0,0
1,3,1,2,305,86,0,0
1,2,1,3,305,87,0,0
1,2,1,5,305,88,0,0
1,2,1,2,305,89,0,0
1,3,1,4,305,90,0,0
1,2,1,1,305,91,0,0
1,3,1,5,305,92,0,0
1,3,1,4,305,93,0,0
2,3,1,2,305,94,0,0
1,2,1,4,305,95,0,0
1,3,2,-4,305,96,0,0
2,3,1,-2,305,97,0,0
1,2,1,2,305,98,0,0
1,2,1,1,305,99,0,0
2,3,1,-1,305,100,0,0
2,3,1,-2,305,101,0,0
2,3,1,-2,305,102,0,0
1,2,1,3,305,103,0,0
1,2,1,4,305,104,0,0
1,2,1,2,305,105,0,0
1,2,1,0,305,106,0,0
1,2,2,3,305,107,0,0
1,2,1,-2,305,108,0,0
1,2,2,2,305,109,0,0
1,2,2,2,305,110,0,0
1,3,1,-5,305,111,0,0
1,2,2,-2,305,112,0,0
1,2,2,-2,305,113,0,0
1,3,1,-5,305,114,0,0
1,2,1,-3,305,115,0,0
2,3,1,-3,305,116,0,0
1,3,2,5,305,117,0,0
1,2,2,-1,305,118,0,0
1,2,2,-2,305,119,0,0
2,3,2,4,305,120,0,0
1,2,2,-2,305,121,0,0
2,3,2,3,305,122,0,0
2,3,2,3,305,123,0,0
2,2,2,-1,305,124,0,0
2,3,2,3,305,125,0,0
2,3,2,4,305,126,0,0
2,3,2,4,305,127,0,0
2,3,2,2,305,128,0,0
2,3,2,5,305,129,0,0
2,3,2,4,305,130,0,0
2,3,2,5,305,131,0,0
2,3,2,5,305,132,0,0
2,3,2,4,305,133,0,0
2,3,2,5,305,134,0,0
2,2,2,-3,305,135,0,0
2,3,2,2,305,136,0,0
2,3,2,2,305,137,0,0
2,3,2,3,305,138,0,0
2,3,2,3,305,139,0,0
1,2,2,2,305,140,0,0
2,2,2,5,305,141,0,0
2,3,2,-3,305,142,0,0
2,3,2,-5,305,143,0,0
1,2,2,2,305,144,0,0
1,2,2,3,305,145,0,0
1,2,1,0,305,146,0,0
1,2,1,1,305,147,0,0
1,3,2,-1,305,148,0,0
1,2,2,4,305,149,0,0
1,2,2,5,305,150,0,0
1,2,2,5,305,151,0,0
1,2,2,5,305,152,0,0
1,2,2,5,305,153,0,0
1,2,2,4,305,154,0,0
1,2,2,2,305,155,0,0
1,2,2,5,305,156,0,0
1,2,2,4,305,157,0,0
1,2,2,2,305,158,0,0
1,2,2,3,305,159,0,0
1,2,2,2,305,160,0,0
1,2,2,2,305,161,0,0
1,2,2,4,305,162,0,0
1,2,2,4,305,163,0,0
1,2,1,-1,305,164,0,0
1,2,2,3,305,165,0,0
2,3,1,1,305,166,0,0
1,2,2,-1,305,167,0,0
1,2,2,-3,305,168,0,0
2,3,1,4,305,169,0,0
2,3,1,2,305,170,0,0
2,3,1,0,305,171,0,0
1,2,2,-4,305,172,0,0
1,2,1,-3,305,173,0,0
2,3,1,-2,305,174,0,0
1,2,2,-3,305,175,0,0
1,3,1,-5,305,176,0,0
2,3,1,1,305,177,0,0
2,3,1,4,305,178,0,0
2,3,1,3,305,179,0,0
2,2,1,0,305,180,0,0
2,3,1,5,305,181,0,0
2,3,1,4,305,182,0,0
1,3,1,3,305,183,0,0
1,2,1,-2,305,184,0,0
2,3,1,2,305,185,0,0
2,3,1,0,305,186,0,0
2,2,1,-2,305,187,0,0
2,3,1,0,305,188,0,0
2,3,1,-3,305,189,0,0
1,2,1,-5,305,190,0,0
2,3,1,-4,305,191,0,0
1,2,1,-3,305,192,0,0
2,2,2,-2,305,193,0,0
2,3,2,-1,305,194,0,0
2,3,2,0,305,195,0,0
2,3,1,-3,305,196,0,0
2,2,1,-5,305,197,0,0
2,2,2,-4,305,198,0,0
1,2,2,-5,305,199,0,0
1,2,2,-3,305,200,0,0
1,2,1,-4,305,201,0,0
2,3,2,3,305,202,0,0
2,3,2,4,305,203,0,0
2,3,2,3,305,204,0,0
2,3,2,0,305,205,0,0
2,3,2,5,305,206,0,0
2,3,2,3,305,207,0,0
2,3,2,3,305,208,0,0
2,3,2,4,305,209,0,0
2,3,2,1,305,210,0,0
2,3,2,3,305,211,0,0
2,3,2,4,305,212,0,0
2,2,2,-5,305,213,0,0
2,3,2,3,305,214,0,0
2,3,2,3,305,215,0,0
2,3,2,3,305,216,0,0
2,3,2,3,305,217,0,0
2,2,2,2,305,218,0,0
2,3,2,2,305,219,0,0
2,3,2,5,305,220,0,0
2,3,2,5,305,221,0,0
2,3,2,4,305,222,0,0
2,3,2,0,305,223,0,0
2,3,2,2,305,224,0,0
2,3,2,0,305,225,0,0
2,3,2,-2,305,226,0,0
2,3,2,1,305,227,0,0
2,3,2,2,305,228,0,0
2,2,2,-3,305,229,0,0
2,3,2,3,305,230,0,0
2,2,2,-3,305,231,0,0
2,2,2,-4,305,232,0,0
2,3,2,3,305,233,0,0
2,3,2,2,305,234,0,0
2,2,2,1,305,235,0,0
2,2,2,3,305,236,0,0
2,2,2,3,305,237,0,0
2,3,2,-4,305,238,0,0
1,2,2,2,305,239,0,0
2,3,2,-2,305,240,0,0
2,3,2,-1,305,241,0,0
1,3,2,-3,305,242,0,0
1,2,2,4,305,243,0,0
1,2,2,2,305,244,0,0
1,2,2,2,305,245,0,0
1,2,2,3,305,246,0,0
1,2,2,4,305,247,0,0
1,2,2,4,305,248,0,0
1,2,2,4,305,249,0,0
1,2,2,2,305,250,0,0
2,2,1,4,195,1,0,0
1,2,1,5,195,2,0,0
2,3,1,0,195,3,0,0
1,2,1,1,195,4,0,0
1,3,2,4,195,5,0,0
1,2,2,3,195,6,0,0
2,3,2,0,195,7,0,0
1,2,2,2,195,8,0,0
2,3,2,-2,195,9,0,0
1,2,2,3,195,10,0,0
1,2,2,4,195,11,0,0
1,3,1,-5,195,12,0,0
1,2,2,0,195,13,0,0
2,3,1,-1,195,14,0,0
2,3,2,0,195,15,0,0
1,3,1,-3,195,16,0,0
2,3,2,2,195,17,0,0
2,3,2,2,195,18,0,0
2,3,1,-2,195,19,0,0
2,3,2,-4,195,20,0,0
1,2,2,-3,195,21,0,0
2,2,1,-3,195,22,0,0
2,3,2,-4,195,23,0,0
1,3,2,-3,195,24,0,0
1,3,1,-1,195,25,0,0
2,3,2,-3,195,26,0,0
2,2,1,1,195,27,0,0
1,3,1,-3,195,28,0,0
2,2,1,2,195,29,0,0
2,3,1,-2,195,30,0,0
2,3,1,-2,195,31,0,0
1,2,2,4,195,32,0,0
1,2,1,-1,195,33,0,0
1,2,1,-2,195,34,0,0
1,2,1,-2,195,35,0,0
1,2,2,-2,195,36,0,0
1,2,2,-4,195,37,0,0
2,3,1,-5,195,38,0,0
1,2,2,-3,195,39,0,0
1,2,1,4,195,40,0,0
2,2,1,1,195,41,0,0
2,2,2,0,195,42,0,0
2,3,2,5,195,43,0,0
1,2,1,0,195,44,0,0
1,2,1,-1,195,45,0,0
2,2,1,-3,195,46,0,0
1,2,2,4,195,47,0,0
2,3,2,2,195,48,0,0
1,2,1,-1,195,49,0,0
2,3,2,3,195,50,0,0
1,3,2,3,195,51,0,0
1,2,2,4,195,52,0,0
1,2,2,4,195,53,0,0
1,2,2,5,195,54,0,0
1,2,2,3,195,55,0,0
2,3,2,2,195,56,0,0
2,3,2,2,195,57,0,0
2,2,2,4,195,58,0,0
2,3,2,5,195,59,0,0
2,3,2,4,195,60,0,0
1,3,2,5,195,61,0,0
2,3,2,5,195,62,0,0
1,3,2,4,195,63,0,0
1,2,2,1,195,64,0,0
2,3,2,5,195,65,0,0
1,3,2,5,195,66,0,0
1,3,2,5,195,67,0,0
2,3,2,1,195,68,0,0
1,2,2,-1,195,69,0,0
2,3,2,-1,195,70,0,0
1,2,2,-1,195,71,0,0
1,2,2,-1,195,72,0,0
2,3,2,0,195,73,0,0
2,3,2,-2,195,74,0,0
2,3,1,0,195,75,0,0
1,2,2,1,195,76,0,0
2,2,1,-2,195,77,0,0
1,3,2,-4,195,78,0,0
2,3,1,-2,195,79,0,0
1,2,2,-3,195,80,0,0
2,3,2,-4,195,81,0,0
1,2,1,0,195,82,0,0
2,3,2,-3,195,83,0,0
1,2,1,-2,195,84,0,0
1,2,2,-2,195,85,0,0
2,3,2,0,195,86,0,0
2,2,2,3,195,87,0,0
1,3,1,3,195,88,0,0
1,2,1,2,195,89,0,0
2,3,2,-1,195,90,0,0
1,2,1,-1,195,91,0,0
2,3,2,0,195,92,0,0
2,3,2,0,195,93,0,0
1,2,1,-2,195,94,0,0
1,2,2,4,195,95,0,0
2,3,1,-4,195,96,0,0
1,3,2,2,195,97,0,0
1,2,2,4,195,98,0,0
2,3,2,3,195,99,0,0
1,2,2,3,195,100,0,0
2,3,2,1,195,101,0,0
1,2,2,3,195,102,0,0
1,2,2,2,195,103,0,0
1,2,2,3,195,104,0,0
1,2,2,1,195,105,0,0
2,3,2,2,195,106,0,0
2,3,2,1,195,107,0,0
2,3,2,1,195,108,0,0
1,2,1,2,195,109,0,0
1,2,2,3,195,110,0,0
1,2,1,4,195,111,0,0
2,3,2,3,195,112,0,0
1,2,2,2,195,113,0,0
1,2,2,0,195,114,0,0
1,2,1,-1,195,115,0,0
2,3,2,3,195,116,0,0
1,2,1,-1,195,117,0,0
2,3,2,4,195,118,0,0
1,3,2,3,195,119,0,0
2,2,1,3,195,120,0,0
1,2,2,-3,195,121,0,0
2,3,2,-2,195,122,0,0
1,2,2,-1,195,123,0,0
1,2,2,-5,195,124,0,0
2,3,2,-4,195,125,0,0
2,3,2,-3,195,126,0,0
1,2,1,-4,195,127,0,0
1,2,2,-4,195,128,0,0
2,2,2,-4,195,129,0,0
1,2,2,-4,195,130,0,0
2,3,1,0,195,131,0,0
1,2,1,-3,195,132,0,0
2,3,2,-5,195,133,0,0
1,2,1,-4,195,134,0,0
2,3,2,-5,195,135,0,0
2,3,2,-5,195,136,0,0
2,3,1,-4,195,137,0,0
2,3,1,-3,195,138,0,0
1,2,2,0,195,139,0,0
2,3,1,0,195,140,0,0
1,2,1,5,195,141,0,0
1,2,1,2,195,142,0,0
1,3,1,-4,195,143,0,0
1,3,1,-4,195,144,0,0
1,3,1,-4,195,145,0,0
1,3,2,3,195,146,0,0
1,3,2,1,195,147,0,0
1,2,2,-5,195,148,0,0
2,2,1,-3,195,149,0,0
1,2,2,-1,195,150,0,0
2,2,2,0,195,151,0,0
1,2,1,-3,195,152,0,0
2,3,2,-1,195,153,0,0
2,3,2,0,195,154,0,0
1,3,1,-2,195,155,0,0
2,3,2,2,195,156,0,0
2,3,1,3,195,157,0,0
1,2,2,-3,195,158,0,0
1,2,2,-1,195,159,0,0
1,2,2,-1,195,160,0,0
2,3,2,5,195,161,0,0
2,3,1,-2,195,162,0,0
2,3,2,2,195,163,0,0
1,2,2,-1,195,164,0,0
2,2,2,-3,195,165,0,0
2,3,2,-2,195,166,0,0
2,3,2,-5,195,167,0,0
1,2,2,-3,195,168,0,0
1,2,1,0,195,169,0,0
1,3,1,-2,195,170,0,0
2,2,2,0,195,171,0,0
2,3,1,0,195,172,0,0
2,3,2,-4,195,173,0,0
2,3,2,-5,195,174,0,0
1,2,1,1,195,175,0,0
2,3,1,2,195,176,0,0
2,3,1,1,195,177,0,0
1,2,1,1,195,178,0,0
2,3,1,2,195,179,0,0
2,3,1,1,195,180,0,0
2,3,1,2,195,181,0,0
1,2,2,0,195,182,0,0
2,3,1,0,195,183,0,0
2,2,1,2,195,184,0,0
2,2,1,1,195,185,0,0
2,2,1,4,195,186,0,0
2,3,1,1,195,187,0,0
1,2,2,2,195,188,0,0
2,3,1,-2,195,189,0,0
1,2,2,-5,195,190,0,0
2,2,1,-2,195,191,0,0
2,3,1,2,195,192,0,0
1,3,1,2,195,193,0,0
2,2,1,-2,195,194,0,0
2,3,1,-4,195,195,0,0
2,3,1,-3,195,196,0,0
1,2,1,-1,195,197,0,0
1,2,1,-4,195,198,0,0
2,3,1,-1,195,199,0,0
2,3,1,-4,195,200,0,0
1,2,2,0,195,201,0,0
2,3,1,-1,195,202,0,0
2,3,1,-2,195,203,0,0
2,3,1,0,195,204,0,0
1,2,2,-2,195,205,0,0
2,3,1,1,195,206,0,0
1,2,2,-5,195,207,0,0
1,2,1,-4,195,208,0,0
2,2,1,-3,195,209,0,0
2,3,2,-3,195,210,0,0
2,2,1,-2,195,211,0,0
1,3,1,5,195,212,0,0
2,3,1,4,195,213,0,0
2,3,1,3,195,214,0,0
1,2,2,0,195,215,0,0
