"subject","version","rt1","key1","Action1","rt2","key2","Action2","Re","common","S2","score","practice","reverse_mapping_1","reverse_mapping_2","rews1a1","rews1a2","rews2a1","rews2a2","timeouts","round","time_elapsed","stamp"
"88","dez_2step_v1",505,70,1,421,74,2,1,1,2,14,1,0,0,-4,1,-5,-4,0,9,172991,"8/1/16 14:31"
"88","dez_2step_v1",471,70,1,198,70,1,-4,1,2,10,1,0,0,-4,3,-4,-5,0,10,180302,"8/1/16 14:31"
"88","dez_2step_v1",753,74,2,963,74,2,5,0,2,15,1,0,0,-4,5,-4,-2,0,11,188522,"8/1/16 14:31"
"88","dez_2step_v1",534,70,1,259,74,2,4,1,2,19,1,0,0,-3,4,-3,1,0,12,195828,"8/1/16 14:31"
"88","dez_2step_v1",397,70,1,350,74,2,2,1,2,21,1,0,0,-5,2,-5,2,0,13,203085,"8/1/16 14:31"
"88","dez_2step_v1",389,70,1,97,74,2,3,1,2,24,1,0,0,-3,3,-4,0,0,14,210093,"8/1/16 14:31"
"88","dez_2step_v1",383,70,1,468,74,2,0,1,2,24,1,0,0,-5,0,-2,0,0,15,217452,"8/1/16 14:31"
"88","dez_2step_v1",1693,74,2,876,74,2,-2,1,3,22,1,0,0,-4,-2,-3,-2,0,16,226531,"8/1/16 14:31"
"88","dez_2step_v1",170,70,1,274,74,2,-1,1,2,21,1,0,0,-1,-1,-4,-1,0,17,233485,"8/1/16 14:31"
"88","dez_2step_v1",892,70,1,167,70,1,-4,0,3,17,1,0,0,-1,1,-4,-1,0,18,241051,"8/1/16 14:31"
"88","dez_2step_v1",12459,70,1,611,74,2,1,1,2,18,1,0,0,-3,1,-3,-2,0,19,260627,"8/1/16 14:31"
"88","dez_2step_v1",976,74,2,298,70,1,-4,1,3,14,1,0,0,-2,1,-4,-1,0,20,268410,"8/1/16 14:31"
"88","dez_2step_v1",162,70,1,90,70,1,-5,0,3,9,1,0,0,-2,1,-5,1,0,21,275171,"8/1/16 14:31"
"88","dez_2step_v1",288,70,1,473,70,1,-1,1,2,8,1,0,0,-1,1,-5,-1,0,22,282442,"8/1/16 14:31"
"88","dez_2step_v1",539,70,1,1023,74,2,-2,0,3,6,1,0,0,-2,1,-4,-2,0,23,290512,"8/1/16 14:31"
"88","dez_2step_v1",2876,70,1,313,74,2,2,1,2,8,1,0,0,-4,2,-4,-4,0,24,300210,"8/1/16 14:31"
"88","dez_2step_v1",318,70,1,390,74,2,-4,1,2,16,0,0,0,-1,-4,-3,-5,0,0,317188,"8/1/16 14:31"
"88","dez_2step_v1",299,70,1,774,74,2,-4,0,3,12,0,0,0,2,-3,-4,-4,0,1,322925,"8/1/16 14:31"
"88","dez_2step_v1",314,70,1,738,70,1,-4,0,3,8,0,0,0,5,-2,-4,-4,0,2,328644,"8/1/16 14:31"
"88","dez_2step_v1",375,70,1,664,70,1,3,1,2,11,0,0,0,3,-4,-4,-3,0,3,334340,"8/1/16 14:31"
"88","dez_2step_v1",403,70,1,977,74,2,-4,0,3,7,0,0,0,-1,-4,-4,-4,0,4,340378,"8/1/16 14:31"
"88","dez_2step_v1",344,70,1,332,70,1,-1,1,2,6,0,0,0,-1,-1,-5,-4,0,5,345712,"8/1/16 14:31"
"88","dez_2step_v1",385,70,1,335,74,2,-1,1,2,5,0,0,0,-2,-1,-5,-3,0,6,351090,"8/1/16 14:31"
"88","dez_2step_v1",482,70,1,781,70,1,-4,0,3,1,0,0,0,-1,-1,-4,-4,0,7,357009,"8/1/16 14:31"
"88","dez_2step_v1",68,74,2,43,70,1,-3,0,2,-2,0,0,0,-3,-3,0,-4,0,8,361778,"8/1/16 14:31"
"88","dez_2step_v1",20,74,2,16,74,2,-4,1,3,-6,0,0,0,-4,-2,1,-4,0,9,366500,"8/1/16 14:31"
"88","dez_2step_v1",70,70,1,32,74,2,-2,1,2,-8,0,0,0,-5,-2,1,-3,0,10,371301,"8/1/16 14:31"
"88","dez_2step_v1",20,70,1,71,70,1,5,0,3,-3,0,0,0,-5,0,5,-3,0,11,376052,"8/1/16 14:31"
"88","dez_2step_v1",543,74,2,437,70,1,4,1,3,1,0,0,0,-5,1,4,-4,0,12,381690,"8/1/16 14:31"
"88","dez_2step_v1",600,74,2,358,70,1,3,1,3,4,0,0,0,-4,-1,3,-3,0,13,387304,"8/1/16 14:31"
"88","dez_2step_v1",276,74,2,238,70,1,3,1,3,7,0,0,0,-4,-1,3,-1,0,14,392475,"8/1/16 14:31"
"88","dez_2step_v1",480,74,2,437,70,1,4,1,3,11,0,0,0,-4,1,4,1,0,15,398052,"8/1/16 14:31"
"88","dez_2step_v1",306,74,2,169,70,1,3,1,3,14,0,0,0,-3,-4,3,2,0,16,403184,"8/1/16 14:31"
"88","dez_2step_v1",1375,74,2,248,70,1,4,1,3,18,0,0,0,-3,-4,4,0,0,17,409472,"8/1/16 14:31"
"88","dez_2step_v1",521,74,2,376,70,1,2,1,3,20,0,0,0,-5,-5,2,0,0,18,415027,"8/1/16 14:31"
"88","dez_2step_v1",326,74,2,161,70,1,-3,0,2,17,0,0,0,-3,-2,0,1,0,19,420172,"8/1/16 14:31"
"88","dez_2step_v1",339,74,2,535,70,1,-1,1,3,16,0,0,0,-4,-1,-1,0,0,20,425707,"8/1/16 14:31"
"88","dez_2step_v1",503,74,2,366,74,2,1,1,3,17,0,0,0,-5,-1,-4,1,0,21,431231,"8/1/16 14:31"
"88","dez_2step_v1",327,74,2,920,74,2,-3,0,2,14,0,0,0,-5,-3,-4,2,0,22,437137,"8/1/16 14:31"
"88","dez_2step_v1",538,74,2,754,70,1,-4,0,2,10,0,0,0,-4,-2,-3,2,0,23,443232,"8/1/16 14:31"
"88","dez_2step_v1",278,74,2,862,74,2,4,1,3,14,0,0,0,-3,0,-4,4,0,24,449032,"8/1/16 14:31"
"88","dez_2step_v1",306,74,2,259,74,2,4,1,3,18,0,0,0,-3,2,-3,4,0,25,454288,"8/1/16 14:31"
"88","dez_2step_v1",439,74,2,445,74,2,4,1,3,22,0,0,0,-4,2,-5,4,0,26,459830,"8/1/16 14:31"
"88","dez_2step_v1",1521,74,2,299,74,2,4,1,3,26,0,0,0,-4,4,-3,4,0,27,466311,"8/1/16 14:31"
"88","dez_2step_v1",521,74,2,296,74,2,4,1,3,30,0,0,0,-4,5,-5,4,0,28,471787,"8/1/16 14:31"
"88","dez_2step_v1",1421,74,2,230,74,2,2,1,3,32,0,0,0,-2,4,-4,2,0,29,478096,"8/1/16 14:31"
"88","dez_2step_v1",316,74,2,208,74,2,1,1,3,33,0,0,0,1,4,-5,1,0,30,483278,"8/1/16 14:31"
"88","dez_2step_v1",355,74,2,433,74,2,2,1,3,35,0,0,0,1,2,-5,2,0,31,488726,"8/1/16 14:31"
"88","dez_2step_v1",304,74,2,383,74,2,1,0,2,36,0,0,0,2,1,-3,0,0,32,494072,"8/1/16 14:31"
"88","dez_2step_v1",305,74,2,236,74,2,2,1,3,38,0,0,0,-1,3,-2,2,0,33,499269,"8/1/16 14:31"
"88","dez_2step_v1",416,74,2,238,74,2,0,1,3,38,0,0,0,0,4,-5,0,0,34,504582,"8/1/16 14:31"
"88","dez_2step_v1",592,70,1,356,74,2,4,1,2,42,0,0,0,-3,4,-3,1,0,35,510192,"8/1/16 14:31"
"88","dez_2step_v1",315,70,1,146,74,2,3,1,2,45,0,0,0,-5,3,-3,3,0,36,515314,"8/1/16 14:31"
"88","dez_2step_v1",341,70,1,157,74,2,2,1,2,47,0,0,0,-4,2,-1,3,0,37,520470,"8/1/16 14:31"
"88","dez_2step_v1",306,74,2,612,74,2,1,0,2,48,0,0,0,-4,1,-3,1,0,38,526047,"8/1/16 14:31"
"88","dez_2step_v1",40,70,1,263,74,2,1,1,2,49,0,0,0,-3,1,1,2,0,39,531010,"8/1/16 14:31"
"88","dez_2step_v1",336,70,1,98,74,2,2,1,2,51,0,0,0,-2,2,2,2,0,40,536104,"8/1/16 14:31"
"88","dez_2step_v1",464,74,2,397,74,2,2,1,3,53,0,0,0,3,-1,3,2,0,41,541623,"8/1/16 14:31"
"88","dez_2step_v1",11,74,2,231,74,2,4,1,3,57,0,0,0,4,0,1,4,0,42,546549,"8/1/16 14:31"
"88","dez_2step_v1",222,74,2,454,74,2,3,1,3,60,0,0,0,4,0,1,3,0,43,551893,"8/1/16 14:31"
"88","dez_2step_v1",541,74,2,993,74,2,-2,0,2,58,0,0,0,4,-2,1,3,0,44,558095,"8/1/16 14:31"
"88","dez_2step_v1",340,74,2,732,70,1,4,0,2,62,0,0,0,4,-3,1,4,0,45,563901,"8/1/16 14:31"
"88","dez_2step_v1",316,70,1,176,70,1,3,1,2,65,0,0,0,3,-2,-1,4,0,46,569051,"8/1/16 14:31"
"88","dez_2step_v1",274,70,1,343,70,1,4,1,2,69,0,0,0,4,-3,-1,4,0,47,574326,"8/1/16 14:31"
"88","dez_2step_v1",690,70,1,391,70,1,4,1,2,73,0,0,0,4,0,0,5,0,48,580081,"8/1/16 14:31"
"88","dez_2step_v1",267,70,1,213,70,1,2,1,2,75,0,0,0,2,1,1,3,0,49,585350,"8/1/16 14:31"
"88","dez_2step_v1",358,70,1,261,70,1,-1,0,3,74,0,0,0,0,1,-1,5,0,50,590630,"8/1/16 14:31"
"88","dez_2step_v1",351,70,1,373,70,1,-3,1,2,71,0,0,0,-3,2,-3,4,0,51,596030,"8/1/16 14:31"
"88","dez_2step_v1",551,74,2,421,74,2,2,1,3,73,0,0,0,-2,0,-4,2,0,52,601691,"8/1/16 14:31"
"88","dez_2step_v1",257,74,2,188,74,2,1,1,3,74,0,0,0,0,-2,-3,1,0,53,606801,"8/1/16 14:31"
"88","dez_2step_v1",271,74,2,152,74,2,1,1,3,75,0,0,0,-1,-3,-3,1,0,54,611891,"8/1/16 14:31"
"88","dez_2step_v1",306,74,2,363,74,2,3,1,3,78,0,0,0,-2,-2,-4,3,0,55,617241,"8/1/16 14:31"
"88","dez_2step_v1",91,74,2,162,74,2,2,1,3,80,0,0,0,-2,-3,-1,2,0,56,622180,"8/1/16 14:31"
"88","dez_2step_v1",67,74,2,168,74,2,3,1,3,83,0,0,0,-2,-4,-1,3,0,57,627142,"8/1/16 14:31"
"88","dez_2step_v1",219,74,2,225,74,2,-3,0,2,80,0,0,0,-2,-3,-4,1,0,58,632253,"8/1/16 14:31"
"88","dez_2step_v1",439,74,2,199,74,2,-3,0,2,77,0,0,0,-3,-3,-2,2,0,59,637564,"8/1/16 14:31"
"88","dez_2step_v1",304,74,2,872,70,1,-1,1,3,76,0,0,0,-5,0,-1,2,0,60,643410,"8/1/16 14:31"
"88","dez_2step_v1",326,70,1,349,70,1,-2,1,2,74,0,0,0,-2,0,-4,3,0,61,648824,"8/1/16 14:31"
"88","dez_2step_v1",143,74,2,187,74,2,-1,1,3,73,0,0,0,-1,2,-2,-1,0,62,653812,"8/1/16 14:31"
"88","dez_2step_v1",1616,70,1,131,70,1,-1,1,2,72,0,0,0,-1,0,-2,-4,0,63,660299,"8/1/16 14:31"
"88","dez_2step_v1",847,74,2,138,70,1,-1,1,3,71,0,0,0,1,-2,-1,-3,0,64,665963,"8/1/16 14:31"
"88","dez_2step_v1",96,70,1,344,74,2,-4,1,2,67,0,0,0,-2,-4,-3,-5,0,65,671071,"8/1/16 14:31"
"88","dez_2step_v1",30,74,2,200,74,2,-2,1,3,65,0,0,0,0,-4,-1,-2,0,66,675990,"8/1/16 14:31"
"88","dez_2step_v1",328,70,1,131,70,1,2,1,2,67,0,0,0,2,-4,2,-3,0,67,681115,"8/1/16 14:31"
"88","dez_2step_v1",288,70,1,165,70,1,2,1,2,69,0,0,0,2,-4,2,-5,0,68,686237,"8/1/16 14:31"
"88","dez_2step_v1",31,70,1,180,70,1,2,1,2,71,0,0,0,2,-3,2,-3,0,69,691109,"8/1/16 14:31"
"88","dez_2step_v1",109,70,1,190,70,1,0,1,2,71,0,0,0,0,-1,3,-3,0,70,696067,"8/1/16 14:31"
"88","dez_2step_v1",172,74,2,141,74,2,-2,1,3,69,0,0,0,2,-1,0,-2,0,71,701057,"8/1/16 14:31"
"88","dez_2step_v1",2,74,2,240,70,1,3,0,2,72,0,0,0,3,-3,0,0,0,72,705960,"8/1/16 14:31"
"88","dez_2step_v1",512,70,1,818,70,1,-1,0,3,71,0,0,0,2,-2,-1,0,0,73,711979,"8/1/16 14:31"
"88","dez_2step_v1",110,70,1,206,70,1,2,1,2,73,0,0,0,2,-1,-3,-1,0,74,716959,"8/1/16 14:31"
"88","dez_2step_v1",34,70,1,503,70,1,5,1,2,78,0,0,0,5,-1,-4,-1,0,75,722155,"8/1/16 14:31"
"88","dez_2step_v1",202,70,1,1304,70,1,-5,0,3,73,0,0,0,4,0,-5,0,0,76,728333,"8/1/16 14:31"
"88","dez_2step_v1",150,70,1,115,70,1,-3,0,3,70,0,0,0,4,-2,-3,-3,0,77,733260,"8/1/16 14:31"
"88","dez_2step_v1",22,70,1,23,70,1,-5,0,3,65,0,0,0,1,-1,-5,-2,0,78,737962,"8/1/16 14:31"
"88","dez_2step_v1",105,70,1,190,70,1,0,1,2,65,0,0,0,0,1,-4,-2,0,79,742929,"8/1/16 14:31"
"88","dez_2step_v1",721,74,2,299,74,2,0,1,3,65,0,0,0,0,0,-4,0,0,80,748608,"8/1/16 14:31"
"88","dez_2step_v1",310,70,1,1163,74,2,-1,0,3,64,0,0,0,2,3,-5,-1,0,81,754753,"8/1/16 14:31"
"88","dez_2step_v1",292,70,1,410,74,2,4,1,2,68,0,0,0,1,4,-2,2,0,82,760119,"8/1/16 14:31"
"88","dez_2step_v1",300,70,1,398,74,2,2,1,2,70,0,0,0,-4,2,2,0,0,83,765475,"8/1/16 14:31"
"88","dez_2step_v1",17,70,1,489,74,2,4,1,2,74,0,0,0,-3,4,4,0,0,84,770651,"8/1/16 14:31"
"88","dez_2step_v1",317,70,1,382,74,2,3,1,2,77,0,0,0,-3,3,3,2,0,85,776019,"8/1/16 14:31"
"88","dez_2step_v1",338,70,1,1268,74,2,1,0,3,78,0,0,0,-3,5,5,1,0,86,782284,"8/1/16 14:31"
"88","dez_2step_v1",215,70,1,387,74,2,2,1,2,80,0,0,0,-5,2,2,3,0,87,787545,"8/1/16 14:31"
"88","dez_2step_v1",197,70,1,722,74,2,1,0,3,81,0,0,0,-2,3,3,1,0,88,793141,"8/1/16 14:31"
"88","dez_2step_v1",219,70,1,442,74,2,4,1,2,85,0,0,0,-3,4,3,2,0,89,798472,"8/1/16 14:31"
"88","dez_2step_v1",470,70,1,502,74,2,4,1,2,89,0,0,0,-1,4,2,3,0,90,804111,"8/1/16 14:31"
"88","dez_2step_v1",946,70,1,837,74,2,3,0,3,92,0,0,0,-3,3,1,3,0,91,810559,"8/1/16 14:31"
"88","dez_2step_v1",114,70,1,455,74,2,5,1,2,97,0,0,0,-2,5,-2,2,0,92,815786,"8/1/16 14:31"
"88","dez_2step_v1",112,70,1,340,74,2,3,1,2,100,0,0,0,-1,3,1,0,0,93,820899,"8/1/16 14:31"
"88","dez_2step_v1",323,70,1,505,74,2,1,1,2,101,0,0,0,0,1,-2,0,0,94,826386,"8/1/16 14:31"
"88","dez_2step_v1",33,70,1,317,74,2,0,1,2,101,0,0,0,1,0,-3,1,0,95,831396,"8/1/16 14:31"
"88","dez_2step_v1",255,74,2,511,74,2,-1,1,3,100,0,0,0,1,0,-1,-1,0,96,836839,"8/1/16 14:31"
"88","dez_2step_v1",323,74,2,437,70,1,1,1,3,101,0,0,0,2,1,1,-2,0,97,842278,"8/1/16 14:31"
"88","dez_2step_v1",227,74,2,448,70,1,-4,1,3,97,0,0,0,4,2,-4,-4,0,98,847619,"8/1/16 14:31"
"88","dez_2step_v1",103,70,1,11,70,1,4,1,2,101,0,0,0,4,3,-4,0,0,99,852422,"8/1/16 14:31"
"88","dez_2step_v1",122,70,1,152,70,1,4,1,2,105,0,0,0,4,3,-5,0,0,100,857406,"8/1/16 14:31"
"88","dez_2step_v1",272,70,1,450,70,1,1,1,2,106,0,0,0,1,2,-2,1,0,101,862808,"8/1/16 14:31"
"88","dez_2step_v1",464,70,1,1381,74,2,4,0,3,110,0,0,0,3,2,0,4,0,102,869312,"8/1/16 14:31"
"88","dez_2step_v1",335,74,2,331,74,2,4,1,3,114,0,0,0,4,5,-3,4,0,103,874687,"8/1/16 14:31"
"88","dez_2step_v1",1460,74,2,784,74,2,4,0,2,118,0,0,0,4,4,-5,2,0,104,881695,"8/1/16 14:31"
"88","dez_2step_v1",1512,74,2,895,74,2,1,1,3,119,0,0,0,3,4,-5,1,0,105,888757,"8/1/16 14:31"
"88","dez_2step_v1",1026,74,2,499,74,2,-1,1,3,118,0,0,0,1,4,-4,-1,0,106,894957,"8/1/16 14:31"
"88","dez_2step_v1",467,74,2,566,74,2,2,0,2,120,0,0,0,-2,2,-5,-4,0,107,900654,"8/1/16 14:31"
"88","dez_2step_v1",359,74,2,481,74,2,-4,1,3,116,0,0,0,-3,4,-4,-4,0,108,906159,"8/1/16 14:31"
"88","dez_2step_v1",568,74,2,291,74,2,1,0,2,117,0,0,0,-1,1,0,-2,1,109,915687,"8/1/16 14:31"
"88","dez_2step_v1",559,74,2,448,74,2,-3,1,3,114,0,0,0,2,1,-3,-3,0,110,921375,"8/1/16 14:31"
"88","dez_2step_v1",317,74,2,264,70,1,4,0,2,118,0,0,0,4,2,-2,-2,0,111,926719,"8/1/16 14:31"
"88","dez_2step_v1",43,70,1,393,70,1,4,1,2,122,0,0,0,4,4,-4,-3,0,112,931831,"8/1/16 14:31"
"88","dez_2step_v1",518,70,1,293,70,1,2,1,2,124,0,0,0,2,4,-4,-5,0,113,937325,"8/1/16 14:31"
"88","dez_2step_v1",370,70,1,249,70,1,3,1,2,127,0,0,0,3,4,-4,-3,0,114,942624,"8/1/16 14:31"
"88","dez_2step_v1",548,70,1,482,70,1,3,1,2,130,0,0,0,3,1,-5,-4,0,115,948320,"8/1/16 14:31"
"88","dez_2step_v1",261,70,1,178,70,1,5,1,2,135,0,0,0,5,2,-3,-4,0,116,953429,"8/1/16 14:31"
"88","dez_2step_v1",307,70,1,145,70,1,3,1,2,138,0,0,0,3,3,-4,-3,0,117,958551,"8/1/16 14:31"
"88","dez_2step_v1",292,70,1,390,70,1,-2,1,2,136,0,0,0,-2,2,-3,-3,0,118,963940,"8/1/16 14:31"
"88","dez_2step_v1",573,74,2,88,74,2,-2,1,3,134,0,0,0,-3,2,-2,-2,0,119,969295,"8/1/16 14:31"
"88","dez_2step_v1",55,74,2,402,70,1,-2,1,3,132,0,0,0,-4,2,-2,-2,0,120,974441,"8/1/16 14:31"
"88","dez_2step_v1",356,70,1,331,74,2,1,1,2,133,0,0,0,-4,1,-1,-1,0,121,979797,"8/1/16 14:31"
"88","dez_2step_v1",297,70,1,1221,70,1,-1,0,3,132,0,0,0,-5,-3,-1,0,0,122,985972,"8/1/16 14:31"
"88","dez_2step_v1",401,70,1,87,74,2,0,1,2,132,0,0,0,-5,0,-2,-3,0,123,991137,"8/1/16 14:31"
"88","dez_2step_v1",402,70,1,106,70,1,-5,1,2,127,0,0,0,-5,-1,-1,-4,0,124,996303,"8/1/16 14:31"
"60","dez_2step_v1",2783,70,1,2142,70,1,-1,1,2,-1,1,0,0,-1,4,3,-5,0,0,167950,"8/1/16 14:31"
"60","dez_2step_v1",708,70,1,582,74,2,-5,0,3,-6,1,0,0,1,1,4,-5,0,1,175776,"8/1/16 14:31"
"60","dez_2step_v1",576,74,2,700,70,1,4,1,3,-2,1,0,0,0,2,4,-4,0,2,183587,"8/1/16 14:31"
"60","dez_2step_v1",468,74,2,392,74,2,3,0,2,1,1,0,0,1,3,2,-3,0,3,190982,"8/1/16 14:31"
"60","dez_2step_v1",659,70,1,459,74,2,2,1,2,3,1,0,0,2,2,4,-3,0,4,198640,"8/1/16 14:31"
"60","dez_2step_v1",473,74,2,563,70,1,4,1,3,7,1,0,0,1,0,4,-1,0,5,206208,"8/1/16 14:31"
"60","dez_2step_v1",319,74,2,397,74,2,2,1,3,9,1,0,0,-1,2,5,2,0,6,213464,"8/1/16 14:31"
"60","dez_2step_v1",635,70,1,361,70,1,1,1,2,10,1,0,0,1,3,4,3,0,7,221001,"8/1/16 14:31"
"60","dez_2step_v1",274,74,2,290,74,2,0,0,2,10,1,0,0,-3,0,4,1,0,8,228088,"8/1/16 14:31"
"60","dez_2step_v1",468,74,2,425,70,1,5,1,3,15,1,0,0,-1,-2,5,2,0,9,235510,"8/1/16 14:31"
"60","dez_2step_v1",302,70,1,447,70,1,-2,1,2,13,1,0,0,-2,-4,3,1,0,10,242783,"8/1/16 14:31"
"60","dez_2step_v1",332,70,1,286,70,1,-1,1,2,12,1,0,0,-1,-5,0,3,0,11,249940,"8/1/16 14:31"
"60","dez_2step_v1",329,70,1,324,74,2,-2,1,2,10,1,0,0,0,-2,-2,3,0,12,257139,"8/1/16 14:31"
"60","dez_2step_v1",270,74,2,440,70,1,-4,1,3,6,1,0,0,0,-3,-4,3,0,13,264387,"8/1/16 14:31"
"60","dez_2step_v1",330,74,2,383,74,2,-3,0,2,3,1,0,0,1,-3,-4,3,0,14,271633,"8/1/16 14:31"
"60","dez_2step_v1",315,70,1,309,70,1,0,1,2,3,1,0,0,0,-3,-4,-1,0,15,278791,"8/1/16 14:31"
"60","dez_2step_v1",338,70,1,30,74,2,1,0,3,4,1,0,0,-3,-5,-2,1,0,16,285690,"8/1/16 14:31"
"60","dez_2step_v1",308,70,1,320,74,2,-1,1,2,3,1,0,0,-4,-1,-2,0,0,17,292856,"8/1/16 14:31"
"60","dez_2step_v1",327,70,1,307,74,2,0,1,2,3,1,0,0,-3,0,-4,-1,0,18,300032,"8/1/16 14:31"
"60","dez_2step_v1",277,70,1,288,70,1,-4,1,2,-1,1,0,0,-4,0,-2,-1,0,19,307136,"8/1/16 14:31"
"60","dez_2step_v1",283,74,2,313,74,2,-3,1,3,-4,1,0,0,-4,2,-1,-3,0,20,314266,"8/1/16 14:31"
"60","dez_2step_v1",273,74,2,357,70,1,1,1,3,-3,1,0,0,-3,3,1,-1,0,21,321428,"8/1/16 14:31"
"60","dez_2step_v1",294,74,2,229,74,2,3,0,2,0,1,0,0,-2,3,2,0,0,22,328484,"8/1/16 14:31"
"60","dez_2step_v1",370,70,1,264,70,1,1,1,2,1,1,0,0,1,3,1,1,0,23,335664,"8/1/16 14:31"
"60","dez_2step_v1",328,70,1,255,70,1,2,1,2,3,1,0,0,2,1,5,0,0,24,342786,"8/1/16 14:31"
"60","dez_2step_v1",1232,70,1,344,74,2,-2,1,2,18,0,0,0,-2,-2,1,5,0,0,363156,"8/1/16 14:31"
"60","dez_2step_v1",335,70,1,276,70,1,-2,1,2,16,0,0,0,-2,-3,-1,3,0,1,368460,"8/1/16 14:31"
"60","dez_2step_v1",490,70,1,285,70,1,-3,1,2,13,0,0,0,-3,-3,-1,2,0,2,373921,"8/1/16 14:31"
"60","dez_2step_v1",324,74,2,368,70,1,0,1,3,13,0,0,0,-3,-5,0,3,0,3,379306,"8/1/16 14:31"
"60","dez_2step_v1",280,74,2,269,74,2,1,1,3,14,0,0,0,-1,-3,0,1,0,4,384532,"8/1/16 14:31"
"60","dez_2step_v1",273,74,2,52,70,1,0,0,2,14,0,0,0,0,-5,-4,2,0,5,389539,"8/1/16 14:31"
"60","dez_2step_v1",432,70,1,315,70,1,-1,1,2,13,0,0,0,-1,-4,-5,0,0,6,394973,"8/1/16 14:31"
"60","dez_2step_v1",281,70,1,133,74,2,-5,1,2,8,0,0,0,2,-5,-5,-1,0,7,400079,"8/1/16 14:31"
"60","dez_2step_v1",279,70,1,334,70,1,3,1,2,11,0,0,0,3,-4,-4,-4,0,8,405374,"8/1/16 14:31"
"60","dez_2step_v1",421,74,2,520,74,2,-5,1,3,6,0,0,0,5,-2,-4,-5,0,9,410987,"8/1/16 14:31"
"60","dez_2step_v1",291,74,2,319,70,1,3,0,2,9,0,0,0,3,-2,-2,-5,0,10,416284,"8/1/16 14:31"
"60","dez_2step_v1",307,74,2,288,70,1,4,0,2,13,0,0,0,4,-5,-2,-5,0,11,421554,"8/1/16 14:31"
"60","dez_2step_v1",434,74,2,265,70,1,0,1,3,13,0,0,0,5,-4,0,-5,0,12,426943,"8/1/16 14:31"
"60","dez_2step_v1",443,74,2,365,70,1,-1,1,3,12,0,0,0,4,-4,-1,-3,0,13,432444,"8/1/16 14:31"
"60","dez_2step_v1",378,74,2,274,70,1,-2,1,3,10,0,0,0,5,-4,-2,-4,0,14,437796,"8/1/16 14:31"
"60","dez_2step_v1",390,74,2,288,70,1,-3,1,3,7,0,0,0,2,-4,-3,-5,0,15,443159,"8/1/16 14:31"
"60","dez_2step_v1",394,74,2,28,74,2,-5,1,3,2,0,0,0,3,0,-2,-5,0,16,448257,"8/1/16 14:31"
"60","dez_2step_v1",824,70,1,292,70,1,5,1,2,7,0,0,0,5,-2,-3,-3,0,17,454052,"8/1/16 14:31"
"60","dez_2step_v1",317,70,1,249,74,2,-3,1,2,4,0,0,0,3,-3,-4,-2,0,18,459308,"8/1/16 14:31"
"60","dez_2step_v1",585,70,1,250,70,1,5,1,2,9,0,0,0,5,-3,-3,-1,0,19,464825,"8/1/16 14:31"
"60","dez_2step_v1",794,70,1,393,70,1,3,1,2,12,0,0,0,3,-4,-2,1,0,20,470692,"8/1/16 14:31"
"60","dez_2step_v1",290,70,1,516,70,1,4,1,2,16,0,0,0,4,-4,-3,-2,0,21,476192,"8/1/16 14:31"
"60","dez_2step_v1",452,70,1,392,70,1,-3,0,3,13,0,0,0,4,-5,-3,-1,0,22,481724,"8/1/16 14:31"
"60","dez_2step_v1",503,74,2,302,70,1,-5,1,3,8,0,0,0,2,-2,-5,-3,0,23,487213,"8/1/16 14:31"
"60","dez_2step_v1",267,74,2,340,74,2,-2,1,3,6,0,0,0,3,-5,-5,-2,0,24,492502,"8/1/16 14:31"
"60","dez_2step_v1",384,70,1,353,74,2,-2,0,3,4,0,0,0,3,-4,-4,-2,0,25,497912,"8/1/16 14:31"
"60","dez_2step_v1",294,74,2,637,70,1,-4,1,3,0,0,0,0,0,-3,-4,-4,0,26,503523,"8/1/16 14:31"
"60","dez_2step_v1",517,70,1,715,70,1,-1,1,2,-1,0,0,0,-1,-3,-5,-4,0,27,509437,"8/1/16 14:31"
"60","dez_2step_v1",346,70,1,390,74,2,-3,1,2,-4,0,0,0,-3,-3,2,-4,0,28,514861,"8/1/16 14:31"
"60","dez_2step_v1",381,70,1,306,70,1,-4,1,2,-8,0,0,0,-4,-2,0,-2,0,29,520233,"8/1/16 14:31"
"60","dez_2step_v1",346,74,2,264,74,2,-1,1,3,-9,0,0,0,-4,-5,1,-1,0,30,525513,"8/1/16 14:31"
"60","dez_2step_v1",287,74,2,311,70,1,-4,0,2,-13,0,0,0,-4,-3,2,2,0,31,530795,"8/1/16 14:31"
"60","dez_2step_v1",339,70,1,261,70,1,2,0,3,-11,0,0,0,-4,-1,2,1,0,32,536085,"8/1/16 14:31"
"60","dez_2step_v1",382,74,2,571,70,1,-5,0,2,-16,0,0,0,-5,2,4,3,0,33,541718,"8/1/16 14:31"
"60","dez_2step_v1",334,70,1,279,70,1,1,0,3,-15,0,0,0,-3,1,1,0,0,34,547015,"8/1/16 14:31"
"60","dez_2step_v1",377,70,1,269,70,1,-3,1,2,-18,0,0,0,-3,-2,-2,0,0,35,552341,"8/1/16 14:31"
"60","dez_2step_v1",387,70,1,330,74,2,-3,1,2,-21,0,0,0,-1,-3,-2,-1,0,36,557731,"8/1/16 14:31"
"60","dez_2step_v1",283,70,1,550,70,1,-1,1,2,-22,0,0,0,-1,-2,-2,1,0,37,563245,"8/1/16 14:31"
